Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	superfamily	451412	3	40	3.8226e-10	55.1811	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	non-specific	226111	239	395	8.94093e-08	54.422	COG3583	YabE	N	cl34636
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	superfamily	226111	239	395	8.94093e-08	54.422	cl34636	YabE superfamily	N	 - 
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	specific	428049	7	32	1.07552e-06	45.0679	pfam04650	YSIRK_signal	 - 	cl22626
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	non-specific	236766	365	507	6.93656e-06	49.6529	PRK10811	rne	N	cl35953
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	superfamily	236766	365	507	6.93656e-06	49.6529	cl35953	rne superfamily	N	 - 
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	specific	366278	88	131	3.01803e-05	41.3724	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	superfamily	390217	88	131	3.01803e-05	41.3724	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	non-specific	411408	256	576	3.59524e-05	47.0693	NF033839	PspC_subgroup_2	N	cl41463
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	superfamily	411408	256	576	3.59524e-05	47.0693	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#13 - >6930_8#17_zmpA_2_s1 zmpA	specific	273478	95	128	0.000687347	37.455	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#14 - >6930_8#17_zmpA_2_s2 zmpA	non-specific	428430	21	251	8.5197e-76	245.668	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#14 - >6930_8#17_zmpA_2_s2 zmpA	superfamily	428430	21	251	8.5197e-76	245.668	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#14 - >6930_8#17_zmpA_2_s2 zmpA	non-specific	429548	565	785	2.0768e-72	251.338	pfam07580	Peptidase_M26_C	C	cl06563
Q#14 - >6930_8#17_zmpA_2_s2 zmpA	superfamily	429548	565	785	2.0768e-72	251.338	cl06563	Peptidase_M26_C superfamily	C	 - 
Q#15 - >6930_8#17_zmpA_2_s3 zmpA	non-specific	429548	1	698	0	804.484	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#15 - >6930_8#17_zmpA_2_s3 zmpA	superfamily	429548	1	698	0	804.484	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#16 - >6952_4#13_PspA_23 pspA	non-specific	411407	109	691	3.85041e-88	289.987	NF033838	PspC_subgroup_1	 - 	cl41462
Q#16 - >6952_4#13_PspA_23 pspA	superfamily	411407	109	691	3.85041e-88	289.987	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#16 - >6952_4#13_PspA_23 pspA	non-specific	411490	1	691	8.10735e-80	267.162	NF033930	pneumo_PspA	 - 	cl41532
Q#16 - >6952_4#13_PspA_23 pspA	superfamily	411490	1	691	8.10735e-80	267.162	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#16 - >6952_4#13_PspA_23 pspA	non-specific	411409	585	691	8.62298e-47	176.041	NF033840	PspC_relate_1	N	cl41464
Q#16 - >6952_4#13_PspA_23 pspA	superfamily	411409	585	691	8.62298e-47	176.041	cl41464	PspC_relate_1 superfamily	N	 - 
Q#16 - >6952_4#13_PspA_23 pspA	specific	227588	593	691	7.57783e-39	146.155	COG5263	COG5263	N	cl34963
Q#16 - >6952_4#13_PspA_23 pspA	superfamily	227588	593	691	7.57783e-39	146.155	cl34963	COG5263 superfamily	N	 - 
Q#16 - >6952_4#13_PspA_23 pspA	non-specific	173412	30	600	6.4146e-21	98.2894	PTZ00121	PTZ00121	N	cl31754
Q#16 - >6952_4#13_PspA_23 pspA	superfamily	173412	30	600	6.4146e-21	98.2894	cl31754	PTZ00121 superfamily	N	 - 
Q#16 - >6952_4#13_PspA_23 pspA	specific	436991	594	634	7.36072e-12	60.237	pfam19127	Choline_bind_3	 - 	cl41112
Q#16 - >6952_4#13_PspA_23 pspA	superfamily	436991	594	634	7.36072e-12	60.237	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#16 - >6952_4#13_PspA_23 pspA	non-specific	274009	44	412	1.09923e-08	58.5407	TIGR02169	SMC_prok_A	C	cl37070
Q#16 - >6952_4#13_PspA_23 pspA	superfamily	274009	44	412	1.09923e-08	58.5407	cl37070	SMC_prok_A superfamily	C	 - 
Q#16 - >6952_4#13_PspA_23 pspA	non-specific	234750	45	139	1.80628e-06	51.3659	PRK00409	PRK00409	N	cl29770
Q#16 - >6952_4#13_PspA_23 pspA	superfamily	234750	45	139	1.80628e-06	51.3659	cl29770	PRK00409 superfamily	N	 - 
Q#16 - >6952_4#13_PspA_23 pspA	non-specific	380155	18	329	3.36256e-05	47.522	NF012221	MARTX_Nterm	N	cl37936
Q#16 - >6952_4#13_PspA_23 pspA	superfamily	380155	18	329	3.36256e-05	47.522	cl37936	MARTX_Nterm superfamily	N	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	429548	1219	1973	0	712.421	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	429548	1219	1973	0	712.421	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	428430	666	914	2.54684e-85	279.566	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	428430	666	914	2.54684e-85	279.566	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	236766	172	426	1.77365e-13	76.2317	PRK10811	rne	N	cl35953
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	236766	172	426	1.77365e-13	76.2317	cl35953	rne superfamily	N	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411408	177	417	5.69054e-13	74.0333	NF033839	PspC_subgroup_2	N	cl41463
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	411408	177	417	5.69054e-13	74.0333	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411408	185	423	1.0491e-12	72.8777	NF033839	PspC_subgroup_2	N	cl41463
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411408	179	405	1.33522e-12	72.8777	NF033839	PspC_subgroup_2	N	cl41463
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	173412	177	767	5.50055e-11	68.2439	PTZ00121	PTZ00121	N	cl31754
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	173412	177	767	5.50055e-11	68.2439	cl31754	PTZ00121 superfamily	N	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	specific	274303	258	436	8.63026e-11	65.6371	TIGR02794	tolA_full	C	cl37171
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	274303	258	436	8.63026e-11	65.6371	cl37171	tolA_full superfamily	C	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	specific	429496	533	601	1.09443e-10	59.1034	pfam07501	G5	 - 	cl38232
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	429496	533	601	1.09443e-10	59.1034	cl38232	G5 superfamily	 - 	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411408	177	442	2.91523e-09	62.0921	NF033839	PspC_subgroup_2	N	cl41463
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	226111	496	616	4.11042e-09	60.2	COG3583	YabE	N	cl34636
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	226111	496	616	4.11042e-09	60.2	cl34636	YabE superfamily	N	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411407	164	396	1.99043e-08	59.2527	NF033838	PspC_subgroup_1	NC	cl41462
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	411407	164	396	1.99043e-08	59.2527	cl41462	PspC_subgroup_1 superfamily	NC	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	specific	429496	448	521	3.4289e-08	52.1698	pfam07501	G5	 - 	cl38232
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	429496	448	521	3.4289e-08	52.1698	cl38232	G5 superfamily	 - 	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411408	181	363	5.54973e-08	57.8549	NF033839	PspC_subgroup_2	N	cl41463
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	227596	179	439	1.36702e-07	57.3163	COG5271	MDN1	N	cl34967
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	227596	179	439	1.36702e-07	57.3163	cl34967	MDN1 superfamily	N	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411408	183	442	1.96902e-07	55.9289	NF033839	PspC_subgroup_2	NC	cl41463
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411439	162	435	5.26733e-07	55.102	NF033875	Agg_substance	C	cl41491
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	411439	162	435	5.26733e-07	55.102	cl41491	Agg_substance superfamily	C	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411407	154	438	5.93012e-07	54.6303	NF033838	PspC_subgroup_1	NC	cl41462
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411407	155	305	6.56719e-07	54.6303	NF033838	PspC_subgroup_1	NC	cl41462
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411409	184	530	2.83875e-06	52.3917	NF033840	PspC_relate_1	NC	cl41464
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	411409	184	530	2.83875e-06	52.3917	cl41464	PspC_relate_1 superfamily	NC	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	282585	175	582	2.06201e-05	49.2915	pfam04747	DUF612	 - 	cl37536
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	282585	175	582	2.06201e-05	49.2915	cl37536	DUF612 superfamily	 - 	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	specific	366278	69	102	2.14794e-05	43.2984	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	390217	69	102	2.14794e-05	43.2984	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#17 - >6952_4#13_zmpB_8 zmpB	specific	273478	72	102	0.000652333	38.6106	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#17 - >6952_4#13_zmpB_8 zmpB	non-specific	411409	257	601	0.000726587	44.6877	NF033840	PspC_relate_1	C	cl41464
Q#17 - >6952_4#13_zmpB_8 zmpB	superfamily	411409	257	601	0.000726587	44.6877	cl41464	PspC_relate_1 superfamily	C	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	428430	666	743	3.36714e-18	84.655	pfam05342	Peptidase_M26_N	C	cl12306
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	428430	666	743	3.36714e-18	84.655	cl12306	Peptidase_M26_N superfamily	C	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	236766	172	427	4.4197e-10	63.1349	PRK10811	rne	N	cl35953
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	236766	172	427	4.4197e-10	63.1349	cl35953	rne superfamily	N	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	173412	177	719	3.30714e-08	57.4583	PTZ00121	PTZ00121	N	cl31754
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	173412	177	719	3.30714e-08	57.4583	cl31754	PTZ00121 superfamily	N	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	227596	179	439	1.18048e-07	55.7755	COG5271	MDN1	N	cl34967
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	227596	179	439	1.18048e-07	55.7755	cl34967	MDN1 superfamily	N	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	226111	496	616	4.02871e-07	52.496	COG3583	YabE	N	cl34636
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	226111	496	616	4.02871e-07	52.496	cl34636	YabE superfamily	N	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	specific	274303	258	436	1.34482e-06	50.9995	TIGR02794	tolA_full	C	cl37171
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	274303	258	436	1.34482e-06	50.9995	cl37171	tolA_full superfamily	C	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	411407	164	396	1.37225e-06	51.5487	NF033838	PspC_subgroup_1	NC	cl41462
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	411407	164	396	1.37225e-06	51.5487	cl41462	PspC_subgroup_1 superfamily	NC	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	specific	429496	533	601	1.66358e-06	46.0066	pfam07501	G5	 - 	cl38232
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	429496	533	601	1.66358e-06	46.0066	cl38232	G5 superfamily	 - 	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	411439	162	435	4.07635e-06	50.4796	NF033875	Agg_substance	C	cl41491
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	411439	162	435	4.07635e-06	50.4796	cl41491	Agg_substance superfamily	C	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	411407	155	305	9.67772e-06	48.8523	NF033838	PspC_subgroup_1	NC	cl41462
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	411408	185	423	1.04622e-05	48.6101	NF033839	PspC_subgroup_2	N	cl41463
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	411408	185	423	1.04622e-05	48.6101	cl41463	PspC_subgroup_2 superfamily	N	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	411407	154	438	1.71777e-05	48.0819	NF033838	PspC_subgroup_1	NC	cl41462
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	specific	366278	69	102	1.75201e-05	42.1428	pfam00746	Gram_pos_anchor	 - 	cl23989
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	390217	69	102	1.75201e-05	42.1428	cl23989	Gram_pos_anchor superfamily	 - 	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	411408	177	417	1.86168e-05	47.8397	NF033839	PspC_subgroup_2	N	cl41463
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	429496	448	521	0.000130382	40.6138	pfam07501	G5	 - 	cl38232
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	429496	448	521	0.000130382	40.6138	cl38232	G5 superfamily	 - 	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	411409	184	530	0.000147237	45.0729	NF033840	PspC_relate_1	NC	cl41464
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	411409	184	530	0.000147237	45.0729	cl41464	PspC_relate_1 superfamily	NC	 - 
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	411408	176	405	0.000245367	44.3729	NF033839	PspC_subgroup_2	N	cl41463
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	specific	273478	72	102	0.000246266	38.6106	TIGR01167	LPXTG_anchor	 - 	cl23989
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	411408	177	442	0.0061387	39.7505	NF033839	PspC_subgroup_2	N	cl41463
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	non-specific	428049	3	26	0.00861355	34.2823	pfam04650	YSIRK_signal	 - 	cl22626
Q#18 - >6952_4#13_zmpB_8_s1 zmpB	superfamily	451412	3	26	0.00861355	34.2823	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#19 - >6952_4#13_zmpB_8_s2 zmpB	non-specific	428430	90	338	5.38626e-85	271.092	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#19 - >6952_4#13_zmpB_8_s2 zmpB	superfamily	428430	90	338	5.38626e-85	271.092	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#19 - >6952_4#13_zmpB_8_s2 zmpB	non-specific	429548	643	827	4.65031e-44	170.831	pfam07580	Peptidase_M26_C	C	cl06563
Q#19 - >6952_4#13_zmpB_8_s2 zmpB	superfamily	429548	643	827	4.65031e-44	170.831	cl06563	Peptidase_M26_C superfamily	C	 - 
Q#20 - >6952_4#13_zmpB_8_s3 zmpB	non-specific	429548	1	737	0	673.131	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#20 - >6952_4#13_zmpB_8_s3 zmpB	superfamily	429548	1	737	0	673.131	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#21 - >6952_4#6_PspA_37 pspA	non-specific	411490	1	596	0	750.202	NF033930	pneumo_PspA	 - 	cl41532
Q#21 - >6952_4#6_PspA_37 pspA	superfamily	411490	1	596	0	750.202	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#21 - >6952_4#6_PspA_37 pspA	non-specific	411407	102	596	5.15928e-109	341.989	NF033838	PspC_subgroup_1	 - 	cl41462
Q#21 - >6952_4#6_PspA_37 pspA	superfamily	411407	102	596	5.15928e-109	341.989	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#21 - >6952_4#6_PspA_37 pspA	non-specific	411409	418	596	3.93918e-75	251.925	NF033840	PspC_relate_1	N	cl41464
Q#21 - >6952_4#6_PspA_37 pspA	superfamily	411409	418	596	3.93918e-75	251.925	cl41464	PspC_relate_1 superfamily	N	 - 
Q#21 - >6952_4#6_PspA_37 pspA	specific	227588	263	596	6.22929e-71	230.899	COG5263	COG5263	 - 	cl34963
Q#21 - >6952_4#6_PspA_37 pspA	superfamily	227588	263	596	6.22929e-71	230.899	cl34963	COG5263 superfamily	 - 	 - 
Q#21 - >6952_4#6_PspA_37 pspA	non-specific	274008	64	362	2.39383e-14	76.6338	TIGR02168	SMC_prok_B	N	cl37069
Q#21 - >6952_4#6_PspA_37 pspA	superfamily	274008	64	362	2.39383e-14	76.6338	cl37069	SMC_prok_B superfamily	N	 - 
Q#21 - >6952_4#6_PspA_37 pspA	specific	436991	518	562	6.37366e-11	57.5406	pfam19127	Choline_bind_3	 - 	cl41112
Q#21 - >6952_4#6_PspA_37 pspA	superfamily	436991	518	562	6.37366e-11	57.5406	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#21 - >6952_4#6_PspA_37 pspA	non-specific	173412	30	366	4.78745e-10	62.8511	PTZ00121	PTZ00121	NC	cl31754
Q#21 - >6952_4#6_PspA_37 pspA	superfamily	173412	30	366	4.78745e-10	62.8511	cl31754	PTZ00121 superfamily	NC	 - 
Q#21 - >6952_4#6_PspA_37 pspA	non-specific	214922	252	316	1.96697e-05	44.4966	smart00935	OmpH	C	cl33403
Q#21 - >6952_4#6_PspA_37 pspA	superfamily	214922	252	316	1.96697e-05	44.4966	cl33403	OmpH superfamily	C	 - 
Q#22 - >6999_1#11_PspA_11 pspA	non-specific	411490	1	542	0	613.841	NF033930	pneumo_PspA	 - 	cl41532
Q#22 - >6999_1#11_PspA_11 pspA	superfamily	411490	1	542	0	613.841	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#22 - >6999_1#11_PspA_11 pspA	non-specific	411407	32	542	5.79054e-80	264.179	NF033838	PspC_subgroup_1	 - 	cl41462
Q#22 - >6999_1#11_PspA_11 pspA	superfamily	411407	32	542	5.79054e-80	264.179	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#22 - >6999_1#11_PspA_11 pspA	non-specific	411409	418	539	5.09778e-66	226.117	NF033840	PspC_relate_1	N	cl41464
Q#22 - >6999_1#11_PspA_11 pspA	superfamily	411409	418	539	5.09778e-66	226.117	cl41464	PspC_relate_1 superfamily	N	 - 
Q#22 - >6999_1#11_PspA_11 pspA	specific	227588	417	542	8.24244e-48	168.497	COG5263	COG5263	N	cl34963
Q#22 - >6999_1#11_PspA_11 pspA	superfamily	227588	417	542	8.24244e-48	168.497	cl34963	COG5263 superfamily	N	 - 
Q#22 - >6999_1#11_PspA_11 pspA	non-specific	173412	30	314	3.6042e-17	85.5779	PTZ00121	PTZ00121	NC	cl31754
Q#22 - >6999_1#11_PspA_11 pspA	superfamily	173412	30	314	3.6042e-17	85.5779	cl31754	PTZ00121 superfamily	NC	 - 
Q#22 - >6999_1#11_PspA_11 pspA	non-specific	274008	39	322	8.9499e-15	77.7894	TIGR02168	SMC_prok_B	C	cl37069
Q#22 - >6999_1#11_PspA_11 pspA	superfamily	274008	39	322	8.9499e-15	77.7894	cl37069	SMC_prok_B superfamily	C	 - 
Q#22 - >6999_1#11_PspA_11 pspA	specific	436991	459	500	1.7358e-12	61.7778	pfam19127	Choline_bind_3	 - 	cl41112
Q#22 - >6999_1#11_PspA_11 pspA	superfamily	436991	459	500	1.7358e-12	61.7778	cl41112	Choline_bind_3 superfamily	 - 	 - 
Q#23 - >6999_1#11_PspC_17 pspC	specific	411407	1	681	0	1065.01	NF033838	PspC_subgroup_1	 - 	cl41462
Q#23 - >6999_1#11_PspC_17 pspC	superfamily	411407	1	681	0	1065.01	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#23 - >6999_1#11_PspC_17 pspC	non-specific	411490	106	680	6.7178e-161	478.251	NF033930	pneumo_PspA	 - 	cl41532
Q#23 - >6999_1#11_PspC_17 pspC	superfamily	411490	106	680	6.7178e-161	478.251	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#23 - >6999_1#11_PspC_17 pspC	non-specific	411409	520	680	2.10145e-75	255.007	NF033840	PspC_relate_1	N	cl41464
Q#23 - >6999_1#11_PspC_17 pspC	superfamily	411409	520	680	2.10145e-75	255.007	cl41464	PspC_relate_1 superfamily	N	 - 
Q#23 - >6999_1#11_PspC_17 pspC	specific	227588	315	680	3.08324e-67	223.195	COG5263	COG5263	 - 	cl34963
Q#23 - >6999_1#11_PspC_17 pspC	superfamily	227588	315	680	3.08324e-67	223.195	cl34963	COG5263 superfamily	 - 	 - 
Q#23 - >6999_1#11_PspC_17 pspC	non-specific	411408	1	447	1.51949e-28	120.642	NF033839	PspC_subgroup_2	 - 	cl41463
Q#23 - >6999_1#11_PspC_17 pspC	superfamily	411408	1	447	1.51949e-28	120.642	cl41463	PspC_subgroup_2 superfamily	 - 	 - 
Q#23 - >6999_1#11_PspC_17 pspC	specific	428286	45	126	3.94866e-22	90.5083	pfam05062	RICH	 - 	cl04916
Q#23 - >6999_1#11_PspC_17 pspC	superfamily	428286	45	126	3.94866e-22	90.5083	cl04916	RICH superfamily	 - 	 - 
Q#23 - >6999_1#11_PspC_17 pspC	non-specific	173412	64	462	3.53628e-18	89.4298	PTZ00121	PTZ00121	N	cl31754
Q#23 - >6999_1#11_PspC_17 pspC	superfamily	173412	64	462	3.53628e-18	89.4298	cl31754	PTZ00121 superfamily	N	 - 
Q#23 - >6999_1#11_PspC_17 pspC	specific	273479	2	37	3.57021e-12	60.959	TIGR01168	YSIRK_signal	 - 	cl22626
Q#23 - >6999_1#11_PspC_17 pspC	superfamily	451412	2	37	3.57021e-12	60.959	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#23 - >6999_1#11_PspC_17 pspC	non-specific	173965	159	257	0.000603243	41.5459	cd08045	TAF4	N	cl05005
Q#23 - >6999_1#11_PspC_17 pspC	superfamily	446585	159	257	0.000603243	41.5459	cl05005	TAF4 superfamily	N	 - 
Q#24 - >6999_3#11_PspC_1 pspC	specific	411407	1	627	0	910.929	NF033838	PspC_subgroup_1	 - 	cl41462
Q#24 - >6999_3#11_PspC_1 pspC	superfamily	411407	1	627	0	910.929	cl41462	PspC_subgroup_1 superfamily	 - 	 - 
Q#24 - >6999_3#11_PspC_1 pspC	non-specific	411490	118	626	1.80845e-117	364.232	NF033930	pneumo_PspA	 - 	cl41532
Q#24 - >6999_3#11_PspC_1 pspC	superfamily	411490	118	626	1.80845e-117	364.232	cl41532	pneumo_PspA superfamily	 - 	 - 
Q#24 - >6999_3#11_PspC_1 pspC	non-specific	411409	484	626	5.18474e-78	260.399	NF033840	PspC_relate_1	N	cl41464
Q#24 - >6999_3#11_PspC_1 pspC	superfamily	411409	484	626	5.18474e-78	260.399	cl41464	PspC_relate_1 superfamily	N	 - 
Q#24 - >6999_3#11_PspC_1 pspC	specific	227588	303	626	3.60228e-67	221.654	COG5263	COG5263	 - 	cl34963
Q#24 - >6999_3#11_PspC_1 pspC	superfamily	227588	303	626	3.60228e-67	221.654	cl34963	COG5263 superfamily	 - 	 - 
Q#24 - >6999_3#11_PspC_1 pspC	non-specific	411408	1	408	3.30161e-32	131.428	NF033839	PspC_subgroup_2	C	cl41463
Q#24 - >6999_3#11_PspC_1 pspC	superfamily	411408	1	408	3.30161e-32	131.428	cl41463	PspC_subgroup_2 superfamily	C	 - 
Q#24 - >6999_3#11_PspC_1 pspC	specific	428286	55	136	6.97608e-19	81.2635	pfam05062	RICH	 - 	cl04916
Q#24 - >6999_3#11_PspC_1 pspC	superfamily	428286	55	136	6.97608e-19	81.2635	cl04916	RICH superfamily	 - 	 - 
Q#24 - >6999_3#11_PspC_1 pspC	non-specific	173412	61	494	4.38695e-17	85.5779	PTZ00121	PTZ00121	N	cl31754
Q#24 - >6999_3#11_PspC_1 pspC	superfamily	173412	61	494	4.38695e-17	85.5779	cl31754	PTZ00121 superfamily	N	 - 
Q#24 - >6999_3#11_PspC_1 pspC	specific	273479	2	39	5.57505e-12	60.1886	TIGR01168	YSIRK_signal	 - 	cl22626
Q#24 - >6999_3#11_PspC_1 pspC	superfamily	451412	2	39	5.57505e-12	60.1886	cl22626	YSIRK_signal superfamily	 - 	 - 
Q#24 - >6999_3#11_PspC_1 pspC	non-specific	349951	179	258	0.0091299	36.6467	cd06503	ATP-synt_Fo_b	N	cl38961
Q#24 - >6999_3#11_PspC_1 pspC	superfamily	349951	179	258	0.0091299	36.6467	cl38961	ATP-synt_Fo_b superfamily	N	 - 
Q#25 - >6999_3#11_zmpA_13 zmpA	specific	429548	1235	1991	0	1061.8	pfam07580	Peptidase_M26_C	 - 	cl06563
Q#25 - >6999_3#11_zmpA_13 zmpA	superfamily	429548	1235	1991	0	1061.8	cl06563	Peptidase_M26_C superfamily	 - 	 - 
Q#25 - >6999_3#11_zmpA_13 zmpA	non-specific	428430	695	922	1.20801e-92	300.752	pfam05342	Peptidase_M26_N	 - 	cl12306
Q#25 - >6999_3#11_zmpA_13 zmpA	superfamily	428430	695	922	1.20801e-92	300.752	cl12306	Peptidase_M26_N superfamily	 - 	 - 
Q#25 - >6999_3#11_zmpA_13 zmpA	specific	429496	319	392	2.50616e-16	75.2818	pfam07501	G5	 - 	cl38232
Q#25 - >6999_3#11_zmpA_13 zmpA	superfamily	429496	319	392	2.50616e-16	75.2818	cl38232	G5 superfamily	 - 	 - 
Q#25 - >6999_3#11_zmpA_13 zmpA	non-specific	411408	1	681	2.44287e-12	71.7221	NF033839	PspC_subgroup_2	 - 	cl41463
Q#25 - >6999_3#11_zmpA_13 zmpA	superfamily	411408	1	681	2.44287e-12	71.7221	cl41463	PspC_subgroup_2 superfamily	 - 	 - 
Q#25 - >6999_3#11_zmpA_13 zmpA	specific	273479	3	40	7.3692e-10	55.5663	TIGR01168	YSIRK_signal	 - 	cl22626
Q#25 - >6999_3#11_zmpA_13 zmpA	superfamily	451412	3	40	7.3692e-10	55.5663	cl22626	YSIRK_signal superfamily	 - 	 - 
